image,MEL,NV,BCC,AK,BKL,DF,VASC,SCC,UNK
ISIC_0062582,0.3404407203,0.2661286891,0.3934267163,0.0000000000,0.0000023756,0.0000000000,0.0000014918,0.0000000001,0.0000000000
ISIC_0063277,0.0000000007,0.0000000000,0.0000000015,0.0000000000,0.0000000029,0.0000000000,0.0000000000,1.0000000000,0.0000000000
ISIC_0034680,0.0000050000,0.0000142417,0.1835104823,0.8110386729,0.0008972735,0.0000000000,0.0000000035,0.0045343414,0.0000000000
ISIC_0071081,0.6589154005,0.0022829063,0.1720260829,0.1665051728,0.0001600338,0.0000000000,0.0000000143,0.0001103995,0.0000000000
ISIC_0058375,0.0926370919,0.4744447470,0.0000103287,0.0000000083,0.0173596609,0.0000000101,0.4155482352,0.0000000000,0.0000000000
ISIC_0035255,0.4725745916,0.0000000000,0.0090361303,0.0000000000,0.5183884501,0.0000000000,0.0000000000,0.0000008294,0.0000000000
ISIC_0056599,0.9804769754,0.0000008471,0.0000006532,0.0000000013,0.0195214543,0.0000000000,0.0000000000,0.0000000015,0.0000000000
ISIC_0064762,0.0000542317,0.0000187543,0.8858835697,0.0132227130,0.0168336350,0.0839243755,0.0000000006,0.0000626409,0.0000000000
ISIC_0066846,0.1521514505,0.0723362342,0.6521342397,0.0028269247,0.1205511987,0.0000000000,0.0000000000,0.0000000051,0.0000000000
ISIC_0063785,0.0120680053,0.9879319072,0.0000000001,0.0000000000,0.0000000878,0.0000000056,0.0000000037,0.0000000000,0.0000000000
ISIC_0035921,0.0358459242,0.9619081020,0.0000000006,0.0000000001,0.0022460071,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058291,0.0057148598,0.0001929904,0.0002019906,0.0000000001,0.9936380982,0.0000000000,0.0002517603,0.0000001901,0.0000000000
ISIC_0072232,0.0002094076,0.0003597575,0.0000000169,0.0000000000,0.0000002319,0.9994294047,0.0000000003,0.0000011075,0.0000000000
ISIC_0063466,0.0067543616,0.9931631088,0.0000001327,0.0000000000,0.0000824518,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061228,0.0000002368,0.0062217843,0.0000418972,0.0000000073,0.0000000005,0.0000000000,0.9937360287,0.0000000000,0.0000000000
ISIC_0035085,0.0000025794,0.0077467435,0.9733450413,0.0187146198,0.0001909931,0.0000000000,0.0000000006,0.0000000000,0.0000000000
ISIC_0064527,0.0000166708,0.0004714406,0.9868823886,0.0066689854,0.0000099895,0.0000000002,0.0059504672,0.0000000000,0.0000000000
ISIC_0034337,0.0000039391,0.0000019193,0.3816113174,0.0000000029,0.6169946790,0.0000000000,0.0000000000,0.0013880280,0.0000000000
ISIC_0056007,0.1476307660,0.8523497581,0.0000001865,0.0000000000,0.0000192685,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061308,0.9983124733,0.0000000466,0.0000001148,0.0001231163,0.0015641944,0.0000000000,0.0000000021,0.0000000034,0.0000000000
ISIC_0055094,0.0000191356,0.0126643190,0.0000000000,0.0000000000,0.0000000000,0.0000000001,0.9873164892,0.0000000000,0.0000000000
ISIC_0062942,0.9951027632,0.0000144308,0.0030007500,0.0000001998,0.0018660694,0.0000000459,0.0000151473,0.0000004682,0.0000000007
ISIC_0056567,0.1481321454,0.0005791625,0.8055816293,0.0000000014,0.0457070582,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068796,0.0178744867,0.0000370348,0.0000045682,0.0000000150,0.5963853002,0.0000000000,0.0000000003,0.3856986463,0.0000000000
ISIC_0035847,0.0000779083,0.6201556921,0.3658690453,0.0138940606,0.0000031052,0.0000000000,0.0000001688,0.0000000000,0.0000000000
ISIC_0035783,0.0102424435,0.0000027201,0.6476922035,0.2298931032,0.0230537206,0.0000000000,0.0000000006,0.0891158357,0.0000000000
ISIC_0066961,0.0000000002,0.0000000000,0.0000009691,0.0000001217,0.0042934758,0.0000000000,0.0000000000,0.9957054257,0.0000000000
ISIC_0061810,0.0039302213,0.9348713160,0.0349503756,0.0003154853,0.0102996808,0.0000000186,0.0156329181,0.0000000000,0.0000000000
ISIC_0072391,0.2293921858,0.7705436945,0.0000001907,0.0000000001,0.0000639175,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061432,0.0000007412,0.0000000014,0.0000040208,0.0000000000,0.9999952316,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055398,0.9969213009,0.0000533375,0.0030236985,0.0000010591,0.0000006100,0.0000000000,0.0000000015,0.0000000072,0.0000000000
ISIC_0066875,0.0001135921,0.0003100865,0.9992570281,0.0000441739,0.0000118840,0.0000000000,0.0000000088,0.0002632651,0.0000000000
ISIC_0063126,0.0000015075,0.8636885881,0.1359840333,0.0000000000,0.0003258600,0.0000000000,0.0000000525,0.0000000000,0.0000000000
ISIC_0069060,0.0014684574,0.0015819598,0.0002873905,0.0000000000,0.9966621399,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061155,0.7296618223,0.2703162432,0.0000000001,0.0000000000,0.0000219677,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065839,0.0000473661,0.2010967880,0.0000000280,0.0000000000,0.7988530993,0.0000000465,0.0000026021,0.0000000000,0.0000000000
ISIC_0064092,0.1711450368,0.7057515383,0.0265640337,0.0965391621,0.0000002189,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0069246,0.0087292148,0.1882461011,0.0164211374,0.5742338896,0.2123688608,0.0000000000,0.0000008258,0.0000000001,0.0000000000
ISIC_0066023,0.5985849500,0.4014143348,0.0000000346,0.0000000000,0.0000000003,0.0000007314,0.0000000000,0.0000000000,0.0000000000
ISIC_0066955,0.0378293470,0.9621268511,0.0000436482,0.0000000000,0.0000000955,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068833,0.0298756156,0.0398422256,0.9210684896,0.0022225203,0.0069886362,0.0000000001,0.0000000457,0.0000025426,0.0000000000
ISIC_0062012,0.0002245961,0.8043758273,0.1712845266,0.0000037983,0.0241111629,0.0000000000,0.0000000003,0.0000000000,0.0000000000
ISIC_0064194,0.0048675537,0.0003158544,0.9558862448,0.0000000002,0.0000144237,0.0000000000,0.0000000598,0.0389158428,0.0000000000
ISIC_0035192,0.1450820714,0.1651430279,0.0000009721,0.0000000000,0.0079108244,0.6577558517,0.0029976675,0.0211095791,0.0000000145
ISIC_0058411,0.9996840954,0.0003159320,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000000000,0.0000000001,0.0000000000
ISIC_0053703,0.0504583865,0.0000253799,0.9101952314,0.0308165066,0.0082611097,0.0000000000,0.0000019738,0.0002414118,0.0000000000
ISIC_0035490,0.7860801816,0.0000001280,0.0711194947,0.0614680760,0.0755801573,0.0000000000,0.0000000000,0.0057520890,0.0000000000
ISIC_0056010,0.0001386777,0.0000000763,0.3364500105,0.0000029435,0.6633834243,0.0000000000,0.0000000006,0.0000248249,0.0000000000
ISIC_0056609,0.0000000121,0.0000000143,0.9841343760,0.0086246477,0.0001813729,0.0000000000,0.0000000000,0.0070595257,0.0000000000
ISIC_0064491,0.0000412672,0.0000541813,0.9857925773,0.0118290363,0.0018204174,0.0000000000,0.0000004536,0.0004620261,0.0000000000
ISIC_0056701,0.0000000000,0.0000000000,0.0000000538,0.1204915121,0.0000003348,0.0000000000,0.0000000000,0.8795080781,0.0000000000
ISIC_0068049,0.2620779872,0.7362534404,0.0000016214,0.0000000004,0.0016669924,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034938,0.5759969950,0.4238407910,0.0001589498,0.0000000000,0.0000032859,0.0000000000,0.0000000011,0.0000000000,0.0000000000
ISIC_0068123,0.3296455741,0.5831606388,0.0000000000,0.0000000000,0.0871934816,0.0000000000,0.0000003338,0.0000000000,0.0000000000
ISIC_0034870,0.0000000033,0.0006383940,0.9993614554,0.0000000006,0.0000000614,0.0000000000,0.0000000093,0.0000000000,0.0000000000
ISIC_0059185,0.0325596668,0.0002447263,0.0000100924,0.0000000002,0.9671854377,0.0000000000,0.0000000000,0.0000000006,0.0000000000
ISIC_0034351,0.3586554825,0.0956856832,0.0000020960,0.0000000000,0.5456548333,0.0000019121,0.0000000000,0.0000000000,0.0000000000
ISIC_0034325,0.0561075360,0.9438712001,0.0000157433,0.0000000000,0.0000052594,0.0000000967,0.0000001791,0.0000000000,0.0000000000
ISIC_0057093,0.8479936123,0.1519981623,0.0000000933,0.0000000004,0.0000081162,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0060524,0.9992571473,0.0000000000,0.0000074062,0.0002123699,0.0003317678,0.0000000000,0.0000000000,0.0001913892,0.0000000000
ISIC_0065763,0.9999949932,0.0000000001,0.0000000002,0.0000000010,0.0000050181,0.0000000000,0.0000000000,0.0000000008,0.0000000000
ISIC_0064204,0.0000000815,0.2158709764,0.0038673091,0.7139807343,0.0662809387,0.0000000000,0.0000000000,0.0000000172,0.0000000000
ISIC_0055162,0.0490564890,0.9415590167,0.0000000045,0.0001199438,0.0092527317,0.0000118209,0.0000000051,0.0000000000,0.0000000000
ISIC_0068296,0.9999998808,0.0000000708,0.0000000000,0.0000000000,0.0000000002,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035553,0.0008699507,0.5331895351,0.4657019377,0.0000000720,0.0000067576,0.0000518403,0.0001798761,0.0000000000,0.0000000000
ISIC_0067001,0.6105815172,0.0002181242,0.0001660858,0.0038845949,0.3850837052,0.0000000000,0.0000000000,0.0000659643,0.0000000000
ISIC_0063396,0.0215975177,0.0000131082,0.0688056946,0.6613917947,0.2410000712,0.0000000000,0.0000010259,0.0071907761,0.0000000000
ISIC_0060876,0.0001583801,0.9943430424,0.0000000000,0.0000000000,0.0054970630,0.0000000000,0.0000000000,0.0000015291,0.0000000000
ISIC_0035169,0.9128125906,0.0736989230,0.0003914374,0.0000003769,0.0010591896,0.0000003199,0.0004649050,0.0115722138,0.0000000000
ISIC_0067091,0.0125669893,0.6354889870,0.2346679419,0.0167565290,0.0990179926,0.0000000000,0.0015015407,0.0000000000,0.0000000000
ISIC_0069006,0.0000169448,0.0000000071,0.9999419451,0.0000000922,0.0000042166,0.0000000000,0.0000000000,0.0000366852,0.0000000000
ISIC_0070832,0.1770865023,0.0000610719,0.3431467116,0.0638428852,0.2706736624,0.0000001098,0.0000907813,0.1450981945,0.0000000557
ISIC_0054210,0.0119799515,0.0000024154,0.6253839731,0.3471310139,0.0154565945,0.0000000000,0.0000000000,0.0000460389,0.0000000000
ISIC_0061461,0.0150227724,0.9848548770,0.0001102271,0.0000000000,0.0000120915,0.0000000000,0.0000000017,0.0000000000,0.0000000000
ISIC_0056145,0.0003814553,0.0068938974,0.0040899660,0.0106890108,0.9777943492,0.0000000000,0.0001513186,0.0000000002,0.0000000000
ISIC_0035415,0.9971290231,0.0000000139,0.0023888398,0.0000001690,0.0002225609,0.0000020446,0.0002536152,0.0000038569,0.0000000000
ISIC_0059951,0.0045447447,0.0043738657,0.9277811050,0.0592316985,0.0040635359,0.0000000000,0.0000050369,0.0000000014,0.0000000000
ISIC_0066502,0.9998207688,0.0000000059,0.0000000005,0.0000000000,0.0001792305,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0056410,0.1427355856,0.8508540988,0.0000000000,0.0000000000,0.0000000000,0.0000008005,0.0064094616,0.0000000001,0.0000000000
ISIC_0034728,0.0000081072,0.8147662878,0.0000429562,0.0000000000,0.1851686686,0.0000000000,0.0000139723,0.0000000009,0.0000000000
ISIC_0035267,0.0000011238,0.9999988079,0.0000000000,0.0000000000,0.0000000247,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065238,0.0000599675,0.6167086363,0.0000000000,0.0000000000,0.3832314312,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034568,0.0015350404,0.0078076916,0.9814146161,0.0026990548,0.0008355877,0.0000000011,0.0000446537,0.0056633297,0.0000000002
ISIC_0055257,0.0000000000,0.7729767561,0.0000000000,0.0000000000,0.0000000000,0.0000313907,0.2269917876,0.0000000000,0.0000000000
ISIC_0034595,0.0000000846,0.0000002331,0.0010020427,0.0000000000,0.9989976287,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0056148,0.0000266967,0.9910248518,0.0000000076,0.0000000000,0.0000000000,0.0000000361,0.0089485189,0.0000000000,0.0000000000
ISIC_0070799,0.9999876022,0.0000000079,0.0000001006,0.0000122028,0.0000001305,0.0000000000,0.0000000000,0.0000000002,0.0000000000
ISIC_0060675,0.0000015353,0.9999984503,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0056874,0.9999991655,0.0000001077,0.0000007692,0.0000000000,0.0000000420,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0035958,0.0000000009,0.0000000000,0.9999966621,0.0000000001,0.0000033777,0.0000000000,0.0000000000,0.0000000001,0.0000000000
ISIC_0035617,0.9078245163,0.0000017106,0.0034564787,0.0000000006,0.0000025177,0.0000000007,0.0887147859,0.0000000000,0.0000000000
ISIC_0061805,0.0001058096,0.0000188469,0.9996763468,0.0000000000,0.0001989996,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0070062,0.0000147967,0.0095774503,0.9687469006,0.0000002175,0.0097388979,0.0000000000,0.0119217169,0.0000000005,0.0000000000
ISIC_0035815,0.0000000003,0.0000000103,0.0000179075,0.9936769605,0.0063050971,0.0000000000,0.0000000000,0.0000000097,0.0000000000
ISIC_0062071,0.0064414674,0.0000486168,0.9509437680,0.0015635535,0.0410025679,0.0000000000,0.0000000000,0.0000000479,0.0000000000
ISIC_0072712,0.0000000409,0.0000985231,0.9995489717,0.0000529160,0.0002993048,0.0000000000,0.0000000010,0.0000002579,0.0000000000
ISIC_0071148,0.0000000000,0.0000000000,0.9995607734,0.0000012860,0.0004378761,0.0000000000,0.0000000000,0.0000000001,0.0000000000
ISIC_0035940,0.0056952448,0.0000000000,0.4183521867,0.5757558346,0.0000008814,0.0000000000,0.0000014548,0.0001944149,0.0000000000
ISIC_0034597,0.1702726334,0.8297274113,0.0000000000,0.0000000000,0.0000000026,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055037,0.0000016272,0.0000000019,0.9999929667,0.0000016169,0.0000037873,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0070337,0.0000331723,0.0000000007,0.9999660254,0.0000000000,0.0000005458,0.0000000000,0.0000000000,0.0000002069,0.0000000000
ISIC_0072722,0.0000006419,0.0387703292,0.0000000486,0.0000000557,0.0002350351,0.0000000125,0.9609938860,0.0000000000,0.0000000000
ISIC_0072148,0.0000000000,0.0000004410,0.0000000013,0.0000000000,0.9999995232,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0059646,0.0023416411,0.9976582527,0.0000000001,0.0000000000,0.0000000002,0.0000000002,0.0000000742,0.0000000000,0.0000000000
ISIC_0064479,0.9996096492,0.0000202907,0.0000125398,0.0000051001,0.0003524466,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0057078,0.0000000000,0.0000004928,0.9999134541,0.0000010798,0.0000645234,0.0000000000,0.0000204807,0.0000000027,0.0000000000
ISIC_0065899,0.0000000577,0.7234641314,0.2765357196,0.0000000000,0.0000000759,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0056931,0.0203277338,0.6681597233,0.2809254527,0.0164380781,0.0112590613,0.0003142600,0.0000040237,0.0025717460,0.0000000000
ISIC_0056137,0.0019770176,0.9980230331,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0066266,0.0000047341,0.9999952316,0.0000000000,0.0000000000,0.0000000122,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055837,0.0000000997,0.0437737927,0.9486467242,0.0052990848,0.0000041721,0.0022760832,0.0000000353,0.0000000038,0.0000000000
ISIC_0035349,0.0021303277,0.9964674711,0.0000004752,0.0000001511,0.0014016485,0.0000000011,0.0000000017,0.0000000000,0.0000000000
ISIC_0064295,0.6713042259,0.0000546265,0.0057980795,0.0000000170,0.0007061395,0.3221299946,0.0000000085,0.0000068844,0.0000000000
ISIC_0068780,0.0294862278,0.2417143136,0.6922504306,0.0000001069,0.0219210107,0.0000001202,0.0000013207,0.0146264359,0.0000000000
ISIC_0068261,0.9998069406,0.0001912319,0.0000000000,0.0000000000,0.0000018612,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0069559,0.0000004557,0.0000000009,0.0009344260,0.8225298524,0.1765352637,0.0000000000,0.0000000000,0.0000000046,0.0000000000
ISIC_0071402,0.0000001985,0.0000000066,0.5289120078,0.4708176851,0.0001563447,0.0000000000,0.0000000000,0.0001137382,0.0000000000
ISIC_0063731,0.0000214785,0.6219360232,0.0000000000,0.0000000000,0.3780426085,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0070912,0.0000000997,0.0000004769,0.0026981710,0.9972690940,0.0000284074,0.0000000000,0.0000000000,0.0000037033,0.0000000000
ISIC_0068821,0.2647315264,0.0122598000,0.0000000000,0.0000000001,0.7223724723,0.0000000752,0.0006360813,0.0000000000,0.0000000000
ISIC_0057258,0.0040266067,0.0000053045,0.1237279177,0.8660015464,0.0061409404,0.0000000015,0.0000044139,0.0000933659,0.0000000000
ISIC_0058742,0.0000517617,0.0014931159,0.0005896075,0.6859284043,0.3119371533,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061539,0.0000118282,0.0001117315,0.0004682661,0.9993265867,0.0000295370,0.0000000000,0.0000000002,0.0000521174,0.0000000000
ISIC_0066372,0.0003259100,0.0000000398,0.3916722834,0.5976949930,0.0103066694,0.0000000000,0.0000000000,0.0000000448,0.0000000000
ISIC_0062023,0.0000000000,0.0001440953,0.9529715180,0.0000070025,0.0468730889,0.0000000000,0.0000042604,0.0000000001,0.0000000000
ISIC_0063972,0.0157791805,0.0000054399,0.0072940346,0.0000000001,0.9769191146,0.0000000000,0.0000021379,0.0000000000,0.0000000000
ISIC_0068999,0.0007222113,0.0042722756,0.1006039977,0.8856849074,0.0086849453,0.0000000000,0.0000316318,0.0000000000,0.0000000000
ISIC_0035988,0.0020085608,0.9017422795,0.0268632304,0.0003168153,0.0690691024,0.0000000000,0.0000000000,0.0000000003,0.0000000000
ISIC_0060538,0.8779022694,0.1220977381,0.0000000251,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0070002,0.0065329918,0.9934670329,0.0000000000,0.0000000000,0.0000000012,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065531,0.8710423112,0.1218358427,0.0003950516,0.0000000000,0.0067226687,0.0000000002,0.0000041437,0.0000000179,0.0000000000
ISIC_0035283,0.9441283941,0.0000028144,0.0000007797,0.0000000042,0.0557758957,0.0000000000,0.0000000000,0.0000922141,0.0000000000
ISIC_0064178,0.0020750121,0.1476459652,0.0587779619,0.0000088407,0.7895286679,0.0000000316,0.0019634271,0.0000000000,0.0000000000
ISIC_0071487,0.2308526188,0.0045328527,0.7646130323,0.0000010791,0.0000004094,0.0000000000,0.0000000039,0.0000000001,0.0000000000
ISIC_0053488,0.0081595611,0.9918397665,0.0000003022,0.0000000000,0.0000003917,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055580,0.0720860809,0.6567983627,0.2673445046,0.0037592256,0.0000011610,0.0000000000,0.0000106641,0.0000000000,0.0000000000
ISIC_0035519,0.0018005773,0.9058160186,0.0885536969,0.0000520218,0.0037694525,0.0000080354,0.0000000000,0.0000002834,0.0000000000
ISIC_0055946,0.0000000430,0.0023333803,0.0000000503,0.8762674928,0.1213989481,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0070821,0.0001656035,0.9997981191,0.0000000067,0.0000000000,0.0000363272,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0065267,0.9573932886,0.0426067449,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034802,0.4052858055,0.5834479332,0.0000000076,0.0078775464,0.0033887157,0.0000000000,0.0000000000,0.0000000001,0.0000000000
ISIC_0066562,0.0067457641,0.0000049505,0.0029573711,0.0699164346,0.9202818871,0.0000000000,0.0000000000,0.0000936237,0.0000000000
ISIC_0035271,0.7049375772,0.2950558662,0.0000000017,0.0000057975,0.0000007427,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0066726,0.7976321578,0.1782168001,0.0240471791,0.0000000010,0.0001039094,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072883,0.0007195855,0.0000000010,0.9992803931,0.0000000320,0.0000000006,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0054094,0.3383050561,0.0270110946,0.0030014899,0.3456590772,0.0552743860,0.2307395190,0.0000000083,0.0000093609,0.0000000000
ISIC_0035789,0.0825202316,0.1740705222,0.7196246982,0.0000000000,0.0237711854,0.0000134697,0.0000000002,0.0000000001,0.0000000000
ISIC_0068146,0.1498358548,0.1213540733,0.2517425418,0.0015330107,0.1665380299,0.0000000000,0.0499407127,0.2590557933,0.0000000000
ISIC_0063451,0.0071056257,0.9167287350,0.0000000000,0.0000000000,0.0761656016,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0064562,0.0150944199,0.0000952481,0.0193384886,0.0000000000,0.3302134573,0.0000000000,0.0018020819,0.6334563494,0.0000000000
ISIC_0064897,0.9883262515,0.0000027862,0.0100342827,0.0000000000,0.0016316988,0.0000000000,0.0000000000,0.0000050464,0.0000000000
